project,commit,path,status_diff3,time_diff3,phase1_time_diff3,phase2_time_diff3,phase2_unify_time_diff3,phase2_diffy_calls_diff3,phase2_diffy_time_diff3,phase3_time_diff3,phase3_unify_time_diff3,phase3_diffy_calls_diff3,phase3_diffy_time_diff3,total_merge_module_time_diff3,status_mergiraf,time_mergiraf,phase1_time_mergiraf,phase2_time_mergiraf,phase2_unify_time_mergiraf,phase2_diffy_calls_mergiraf,phase2_diffy_time_mergiraf,phase3_time_mergiraf,phase3_unify_time_mergiraf,phase3_diffy_calls_mergiraf,phase3_diffy_time_mergiraf,total_merge_module_time_mergiraf,status_mergiraf_semi,time_mergiraf_semi,phase1_time_mergiraf_semi,phase2_time_mergiraf_semi,phase2_unify_time_mergiraf_semi,phase2_diffy_calls_mergiraf_semi,phase2_diffy_time_mergiraf_semi,phase3_time_mergiraf_semi,phase3_unify_time_mergiraf_semi,phase3_diffy_calls_mergiraf_semi,phase3_diffy_time_mergiraf_semi,total_merge_module_time_mergiraf_semi,status_mergiraf_semi_plus,time_mergiraf_semi_plus,phase1_time_mergiraf_semi_plus,phase2_time_mergiraf_semi_plus,phase2_unify_time_mergiraf_semi_plus,phase2_diffy_calls_mergiraf_semi_plus,phase2_diffy_time_mergiraf_semi_plus,phase3_time_mergiraf_semi_plus,phase3_unify_time_mergiraf_semi_plus,phase3_diffy_calls_mergiraf_semi_plus,phase3_diffy_time_mergiraf_semi_plus,total_merge_module_time_mergiraf_semi_plus
aceld/zinx,fbabb5948e2325ab484c4afd600299f10f603e21,mergeAnalysisOutput/go/aceld/zinx/fbabb5948e2325ab484c4afd600299f10f603e21/znet/connection.go,SUCCESS_WITHOUT_CONFLICTS,4789924,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,11588630,8.999099ms,,,,,,,,,9.223117ms,SUCCESS_WITHOUT_CONFLICTS,13038489,10.589501ms,,,,,,,,,10.827953ms,SUCCESS_WITHOUT_CONFLICTS,12476495,8.799722ms,,,,,,,,,9.013292ms
aptly-dev/aptly,27c15680e8a0ea7ec39a76dc4f806e67686c7dfa,mergeAnalysisOutput/go/aptly-dev/aptly/27c15680e8a0ea7ec39a76dc4f806e67686c7dfa/cmd/db_recover.go,SUCCESS_WITHOUT_CONFLICTS,2556853,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,5566351,3.196574ms,,,,,,,,,3.405494ms,SUCCESS_WITHOUT_CONFLICTS,5768602,3.103301ms,,,,,,,,,3.3036ms,SUCCESS_WITHOUT_CONFLICTS,5741671,3.156851ms,,,,,,,,,3.396705ms
aptly-dev/aptly,666b5c9700a3c3e7a21fbd9b5fea9696b32fc390,mergeAnalysisOutput/go/aptly-dev/aptly/666b5c9700a3c3e7a21fbd9b5fea9696b32fc390/deb/snapshot.go,SUCCESS_WITHOUT_CONFLICTS,5714929,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,11885737,7.928702ms,,,,,,,,,8.12579ms,SUCCESS_WITHOUT_CONFLICTS,13215685,9.062346ms,,,,,,,,,9.31325ms,SUCCESS_WITHOUT_CONFLICTS,11870359,8.007614ms,,,,,,,,,8.210076ms
semaphoreui/semaphore,aed1cadc18624ff4d08cc63ca0f52dcb74768ab2,mergeAnalysisOutput/go/semaphoreui/semaphore/aed1cadc18624ff4d08cc63ca0f52dcb74768ab2/db/bolt/BoltDb.go,SUCCESS_WITHOUT_CONFLICTS,4970804,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,22829924,17.052175ms,,,,,,,,,17.269243ms,SUCCESS_WITHOUT_CONFLICTS,21374068,15.918799ms,,,,,,,,,16.136394ms,SUCCESS_WITHOUT_CONFLICTS,21042332,15.958735ms,,,,,,,,,16.156551ms
aptly-dev/aptly,132c923f2513a17d3cbb5b14e90f9fd776f6b3e5,mergeAnalysisOutput/go/aptly-dev/aptly/132c923f2513a17d3cbb5b14e90f9fd776f6b3e5/api/repos.go,SUCCESS_WITHOUT_CONFLICTS,4624985,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,19614526,17.009489ms,,,,,,,,,17.227393ms,SUCCESS_WITHOUT_CONFLICTS,21551267,17.976471ms,,,,,,,,,18.272589ms,SUCCESS_WITHOUT_CONFLICTS,18921610,16.385787ms,,,,,,,,,16.625119ms
semaphoreui/semaphore,20631c57419f8de95d11d037ae8a2662b0a580c8,mergeAnalysisOutput/go/semaphoreui/semaphore/20631c57419f8de95d11d037ae8a2662b0a580c8/api/projects/tasks.go,SUCCESS_WITHOUT_CONFLICTS,3015806,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,10401159,8.954743ms,,,,,,,,,9.213562ms,SUCCESS_WITHOUT_CONFLICTS,14136974,7.979817ms,,,,,,,,,8.198069ms,SUCCESS_WITHOUT_CONFLICTS,12209502,9.120718ms,,,,,,,,,9.359248ms
semaphoreui/semaphore,b504798d2b9aa99b1560f9baadec3d08900bfd2f,mergeAnalysisOutput/go/semaphoreui/semaphore/b504798d2b9aa99b1560f9baadec3d08900bfd2f/db/Migration.go,SUCCESS_WITH_CONFLICTS,2011731,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,135368393,11.181592ms,76.01128ms,,0.0,0ns,,,,,87.863618ms,SUCCESS_WITH_CONFLICTS,32720091,10.806792ms,10.052137ms,2.770521ms,0.0,0ns,8.56965ms,2.80925ms,0.0,0ns,29.725104ms,SUCCESS_WITH_CONFLICTS,32033585,10.521333ms,9.179515ms,2.837809ms,0.0,0ns,8.514653ms,2.777136ms,0.0,0ns,28.528472ms
semaphoreui/semaphore,b504798d2b9aa99b1560f9baadec3d08900bfd2f,mergeAnalysisOutput/go/semaphoreui/semaphore/b504798d2b9aa99b1560f9baadec3d08900bfd2f/db/Store.go,SUCCESS_WITHOUT_CONFLICTS,2306121,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,13632861,11.181509ms,,,,,,,,,11.401055ms,SUCCESS_WITHOUT_CONFLICTS,13686619,11.517766ms,,,,,,,,,11.736561ms,SUCCESS_WITHOUT_CONFLICTS,14270086,10.645549ms,,,,,,,,,10.849247ms
semaphoreui/semaphore,b504798d2b9aa99b1560f9baadec3d08900bfd2f,mergeAnalysisOutput/go/semaphoreui/semaphore/b504798d2b9aa99b1560f9baadec3d08900bfd2f/db/bolt/template.go,SUCCESS_WITHOUT_CONFLICTS,2267697,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,7330871,5.233704ms,,,,,,,,,5.426139ms,SUCCESS_WITHOUT_CONFLICTS,7653718,5.202693ms,,,,,,,,,5.401793ms,SUCCESS_WITHOUT_CONFLICTS,8750136,6.185129ms,,,,,,,,,6.403513ms
semaphoreui/semaphore,b504798d2b9aa99b1560f9baadec3d08900bfd2f,mergeAnalysisOutput/go/semaphoreui/semaphore/b504798d2b9aa99b1560f9baadec3d08900bfd2f/services/tasks/LocalJob_inventory.go,SUCCESS_WITHOUT_CONFLICTS,1786696,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,5657764,3.700195ms,,,,,,,,,3.887441ms,SUCCESS_WITHOUT_CONFLICTS,5740392,3.674191ms,,,,,,,,,3.869159ms,SUCCESS_WITHOUT_CONFLICTS,6839948,5.811689ms,,,,,,,,,6.053836ms
asynkron/protoactor-go,901bcd036812bbecc3595cd1e975ff0fa4dabbc6,mergeAnalysisOutput/go/asynkron/protoactor-go/901bcd036812bbecc3595cd1e975ff0fa4dabbc6/cluster/clusterproviders/etcd/config.go,SUCCESS_WITH_CONFLICTS,2117364,,,,,,,,,,,SUCCESS_WITH_CONFLICTS,42396499,5.048068ms,17.713978ms,,,,14.269565ms,,,,37.439461ms,SUCCESS_WITH_CONFLICTS,31863210,4.855635ms,13.265085ms,3.436048ms,,,9.196879ms,2.380895ms,,,27.638219ms,SUCCESS_WITH_CONFLICTS,30742416,6.890096ms,12.661614ms,3.671951ms,,,9.559763ms,2.565856ms,,,29.568165ms
asynkron/protoactor-go,901bcd036812bbecc3595cd1e975ff0fa4dabbc6,mergeAnalysisOutput/go/asynkron/protoactor-go/901bcd036812bbecc3595cd1e975ff0fa4dabbc6/cluster/clusterproviders/etcd/etcd_provider.go,SUCCESS_WITH_CONFLICTS,2230566,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,378677689,30.311977ms,232.627971ms,,0.0,0ns,,,,,263.956697ms,SUCCESS_WITH_CONFLICTS,89832703,28.683874ms,27.425025ms,8.317891ms,0.0,0ns,26.083161ms,9.80204ms,0.0,0ns,82.611831ms,SUCCESS_WITH_CONFLICTS,86912447,29.259104ms,28.270707ms,8.301504ms,0.0,0ns,24.223185ms,8.309649ms,0.0,0ns,82.127249ms
asynkron/protoactor-go,ebfd465b637bd1569d9ad00a6051ebd559e4de59,mergeAnalysisOutput/go/asynkron/protoactor-go/ebfd465b637bd1569d9ad00a6051ebd559e4de59/actor/deadletter.go,SUCCESS_WITH_CONFLICTS,2253142,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,59395631,11.030599ms,51.624269ms,,0.0,0ns,,,,,63.59486ms,SUCCESS_WITH_CONFLICTS,32703582,11.784526ms,10.645503ms,2.412445ms,0.0,0ns,8.565243ms,2.459135ms,0.0,0ns,31.464689ms,SUCCESS_WITH_CONFLICTS,30417843,7.194433ms,10.023828ms,2.745823ms,0.0,0ns,6.56568ms,1.842058ms,0.0,0ns,24.050504ms
asynkron/protoactor-go,4dea0e60fec00822a71c588c1b469055720e3440,mergeAnalysisOutput/go/asynkron/protoactor-go/4dea0e60fec00822a71c588c1b469055720e3440/actor/future.go,SUCCESS_WITHOUT_CONFLICTS,2250278,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,8742361,7.235184ms,,,,,,,,,7.51391ms,SUCCESS_WITHOUT_CONFLICTS,9110838,6.399197ms,,,,,,,,,6.68433ms,SUCCESS_WITHOUT_CONFLICTS,8929155,8.398166ms,,,,,,,,,8.705653ms
asynkron/protoactor-go,4f731887d6c69ed743155abfc39c71d0930d3478,mergeAnalysisOutput/go/asynkron/protoactor-go/4f731887d6c69ed743155abfc39c71d0930d3478/actor/actor_context.go,SUCCESS_WITH_CONFLICTS,2408226,,,,,,,,,,,SUCCESS_WITH_CONFLICTS,236389369,13.689552ms,,,0.0,0ns,224.044369ms,,,,238.080324ms,SUCCESS_WITH_CONFLICTS,796497193,10.766627ms,,680.033813ms,0.0,0ns,704.593563ms,,,,715.672146ms,SUCCESS_WITH_CONFLICTS,716426108,11.064577ms,,666.824951ms,0.0,0ns,691.522437ms,,,,702.907439ms
asynkron/protoactor-go,4f731887d6c69ed743155abfc39c71d0930d3478,mergeAnalysisOutput/go/asynkron/protoactor-go/4f731887d6c69ed743155abfc39c71d0930d3478/actor/metrics.go,SUCCESS_WITHOUT_CONFLICTS,1901274,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,4571427,2.488613ms,,,,,,,,,2.670574ms,SUCCESS_WITHOUT_CONFLICTS,6119190,2.666615ms,,,,,,,,,2.869043ms,SUCCESS_WITHOUT_CONFLICTS,5031556,2.575286ms,,,,,,,,,2.773529ms
asynkron/protoactor-go,74dace48f110e50ac004596a1ae753696c32c7ce,mergeAnalysisOutput/go/asynkron/protoactor-go/74dace48f110e50ac004596a1ae753696c32c7ce/cluster/identitylookup/disthash/manager.go,SUCCESS_WITHOUT_CONFLICTS,1874059,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,6151598,3.786743ms,,,,,,,,,3.98297ms,SUCCESS_WITHOUT_CONFLICTS,7155909,3.827635ms,,,,,,,,,4.048527ms,SUCCESS_WITHOUT_CONFLICTS,6100351,3.724408ms,,,,,,,,,3.927277ms
asynkron/protoactor-go,74dace48f110e50ac004596a1ae753696c32c7ce,mergeAnalysisOutput/go/asynkron/protoactor-go/74dace48f110e50ac004596a1ae753696c32c7ce/cluster/identitylookup/disthash/placement_actor.go,SUCCESS_WITHOUT_CONFLICTS,1890058,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,6861315,4.598325ms,,,,,,,,,4.792447ms,SUCCESS_WITHOUT_CONFLICTS,7177510,4.652262ms,,,,,,,,,4.860904ms,SUCCESS_WITHOUT_CONFLICTS,7113232,4.580687ms,,,,,,,,,4.784645ms
bfenetworks/bfe,51ddeee2997c488001992590a0752605b09aea3a,mergeAnalysisOutput/go/bfenetworks/bfe/51ddeee2997c488001992590a0752605b09aea3a/bfe_tls/handshake_server_test.go,SUCCESS_WITH_CONFLICTS,2361054,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,357110607,33.99745ms,320.076898ms,,0.0,0ns,,,,,355.048278ms,SUCCESS_WITHOUT_CONFLICTS,72751132,33.786859ms,37.924596ms,30.347µs,0.0,0ns,,,,,72.640916ms,SUCCESS_WITHOUT_CONFLICTS,72498614,33.992871ms,34.756197ms,29.566µs,0.0,0ns,,,,,69.722755ms
bfenetworks/bfe,f6c684b0e4aa88fb372b41bd3ee042a76b73656f,mergeAnalysisOutput/go/bfenetworks/bfe/f6c684b0e4aa88fb372b41bd3ee042a76b73656f/bfe_basic/common.go,SUCCESS_WITHOUT_CONFLICTS,1796790,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,16780621,2.981166ms,,,,,,,,,3.189198ms,SUCCESS_WITHOUT_CONFLICTS,5099635,2.846799ms,,,,,,,,,3.032396ms,SUCCESS_WITHOUT_CONFLICTS,5107626,2.929031ms,,,,,,,,,3.107874ms
bfenetworks/bfe,f6c684b0e4aa88fb372b41bd3ee042a76b73656f,mergeAnalysisOutput/go/bfenetworks/bfe/f6c684b0e4aa88fb372b41bd3ee042a76b73656f/bfe_modules/bfe_modules.go,SUCCESS_WITHOUT_CONFLICTS,1939798,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,5102845,2.927797ms,,,,,,,,,3.12323ms,SUCCESS_WITHOUT_CONFLICTS,5085160,2.996963ms,,,,,,,,,3.17116ms,SUCCESS_WITHOUT_CONFLICTS,5040068,2.848738ms,,,,,,,,,3.040447ms
bettercap/bettercap,4964bc97a99a339d1d642bac8806836b58d310d1,mergeAnalysisOutput/go/bettercap/bettercap/4964bc97a99a339d1d642bac8806836b58d310d1/network/wifi.go,SUCCESS_WITHOUT_CONFLICTS,12012285,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,7993749,5.603903ms,,,,,,,,,5.816859ms,SUCCESS_WITHOUT_CONFLICTS,11783881,5.653163ms,,,,,,,,,5.844888ms,SUCCESS_WITHOUT_CONFLICTS,11914786,6.061587ms,,,,,,,,,6.269513ms
aws/amazon-ecs-agent,e2036559f1949e5b06a322d0b08db0d480a326f2,mergeAnalysisOutput/go/aws/amazon-ecs-agent/e2036559f1949e5b06a322d0b08db0d480a326f2/agent/vendor/github.com/aws/amazon-ecs-agent/ecs-agent/api/ecs/client/ecs_client.go,SUCCESS_WITHOUT_CONFLICTS,4427865,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,18772674,16.289669ms,,,,,,,,,16.497069ms,SUCCESS_WITHOUT_CONFLICTS,19423267,16.82898ms,,,,,,,,,17.049983ms,SUCCESS_WITHOUT_CONFLICTS,20245556,16.722072ms,,,,,,,,,16.957371ms
aws/amazon-ecs-agent,e2036559f1949e5b06a322d0b08db0d480a326f2,mergeAnalysisOutput/go/aws/amazon-ecs-agent/e2036559f1949e5b06a322d0b08db0d480a326f2/ecs-agent/api/ecs/client/ecs_client.go,SUCCESS_WITHOUT_CONFLICTS,2722284,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,18718893,16.25385ms,,,,,,,,,16.47517ms,SUCCESS_WITHOUT_CONFLICTS,19000327,16.357598ms,,,,,,,,,16.573536ms,SUCCESS_WITHOUT_CONFLICTS,26772320,21.308424ms,,,,,,,,,21.522709ms
bettercap/bettercap,fc02767e721759963faa1b425ce6dd18329f43cb,mergeAnalysisOutput/go/bettercap/bettercap/fc02767e721759963faa1b425ce6dd18329f43cb/modules/dns_proxy/dns_proxy_js_query.go,SUCCESS_WITHOUT_CONFLICTS,83785980,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,55373247,7.240094ms,,,,,,,,,7.452183ms,SUCCESS_WITHOUT_CONFLICTS,59344769,7.369768ms,,,,,,,,,7.585502ms,SUCCESS_WITHOUT_CONFLICTS,35945699,7.121791ms,,,,,,,,,7.322154ms
btcsuite/btcd,f3bd1f58e7c2b0d9ca72b2ea1f4e5efb07c62b71,mergeAnalysisOutput/go/btcsuite/btcd/f3bd1f58e7c2b0d9ca72b2ea1f4e5efb07c62b71/wire/protocol.go,SUCCESS_WITHOUT_CONFLICTS,1825626,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,5568982,3.188729ms,,,,,,,,,3.368111ms,SUCCESS_WITHOUT_CONFLICTS,5639960,3.273956ms,,,,,,,,,3.465661ms,SUCCESS_WITHOUT_CONFLICTS,5349795,3.186314ms,,,,,,,,,3.359341ms
btcsuite/btcd,9adca7479d4a0b598f70ae9e4c7f2c62e1bdfde6,mergeAnalysisOutput/go/btcsuite/btcd/9adca7479d4a0b598f70ae9e4c7f2c62e1bdfde6/btcutil/psbt/psbt_test.go,SUCCESS_WITHOUT_CONFLICTS,4131649,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,29587235,26.483519ms,,,,,,,,,26.693313ms,SUCCESS_WITHOUT_CONFLICTS,31302286,26.501409ms,,,,,,,,,26.716653ms,SUCCESS_WITHOUT_CONFLICTS,30947960,27.094837ms,,,,,,,,,27.296677ms
semaphoreui/semaphore,bbbfbecaed36aa96db9f3dec65f23fb0efc48fab,mergeAnalysisOutput/go/semaphoreui/semaphore/bbbfbecaed36aa96db9f3dec65f23fb0efc48fab/api/projects/tasks.go,SUCCESS_WITH_CONFLICTS,3722321,,,,,,,,,,,SUCCESS_WITH_CONFLICTS,259961095,17.397011ms,131.422213ms,,0.0,0ns,112.72458ms,,,,262.14427ms,SUCCESS_WITH_CONFLICTS,130270868,17.649002ms,23.575858ms,10.823257ms,0.0,0ns,34.822323ms,22.37132ms,0.0,0ns,76.345649ms,SUCCESS_WITH_CONFLICTS,81804990,18.408997ms,23.93946ms,10.969926ms,0.0,0ns,36.977926ms,24.368382ms,0.0,0ns,79.649645ms
semaphoreui/semaphore,bbbfbecaed36aa96db9f3dec65f23fb0efc48fab,mergeAnalysisOutput/go/semaphoreui/semaphore/bbbfbecaed36aa96db9f3dec65f23fb0efc48fab/db/Migration.go,SUCCESS_WITH_CONFLICTS,9126933,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,64346685,6.827186ms,44.154476ms,,0.0,0ns,,,,,51.654448ms,SUCCESS_WITH_CONFLICTS,20722780,6.756309ms,4.76859ms,1.365814ms,0.0,0ns,5.770507ms,2.755233ms,0.0,0ns,17.571967ms,SUCCESS_WITH_CONFLICTS,25578710,6.920814ms,5.09278ms,1.389321ms,0.0,0ns,5.750236ms,2.690375ms,0.0,0ns,22.621853ms
semaphoreui/semaphore,bbbfbecaed36aa96db9f3dec65f23fb0efc48fab,mergeAnalysisOutput/go/semaphoreui/semaphore/bbbfbecaed36aa96db9f3dec65f23fb0efc48fab/db/Store.go,SUCCESS_WITHOUT_CONFLICTS,5843002,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,16630193,10.71151ms,,,,,,,,,10.919131ms,SUCCESS_WITHOUT_CONFLICTS,13384909,10.598496ms,,,,,,,,,10.806279ms,SUCCESS_WITHOUT_CONFLICTS,18875328,19.935888ms,,,,,,,,,20.152065ms
semaphoreui/semaphore,bbbfbecaed36aa96db9f3dec65f23fb0efc48fab,mergeAnalysisOutput/go/semaphoreui/semaphore/bbbfbecaed36aa96db9f3dec65f23fb0efc48fab/db/Task.go,SUCCESS_WITHOUT_CONFLICTS,5004477,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,6353837,3.94952ms,,,,,,,,,4.14622ms,SUCCESS_WITHOUT_CONFLICTS,6875632,3.988631ms,,,,,,,,,4.175247ms,SUCCESS_WITHOUT_CONFLICTS,7065653,4.274696ms,,,,,,,,,4.481286ms
semaphoreui/semaphore,bbbfbecaed36aa96db9f3dec65f23fb0efc48fab,mergeAnalysisOutput/go/semaphoreui/semaphore/bbbfbecaed36aa96db9f3dec65f23fb0efc48fab/db/bolt/task.go,SUCCESS_WITHOUT_CONFLICTS,3142142,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,7853589,5.519313ms,,,,,,,,,5.714883ms,SUCCESS_WITHOUT_CONFLICTS,7995797,5.455801ms,,,,,,,,,5.654614ms,SUCCESS_WITHOUT_CONFLICTS,9416001,7.865884ms,,,,,,,,,8.191827ms
semaphoreui/semaphore,bbbfbecaed36aa96db9f3dec65f23fb0efc48fab,mergeAnalysisOutput/go/semaphoreui/semaphore/bbbfbecaed36aa96db9f3dec65f23fb0efc48fab/db/bolt/template.go,SUCCESS_WITHOUT_CONFLICTS,12380713,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,88166110,5.250816ms,,,0.0,0ns,62.424683ms,,,,68.428237ms,SUCCESS_WITHOUT_CONFLICTS,27493208,5.27175ms,,11.673569ms,0.0,0ns,19.200333ms,,,,25.19629ms,SUCCESS_WITHOUT_CONFLICTS,40169497,16.3623ms,,11.673485ms,0.0,0ns,19.89836ms,,,,40.593714ms
semaphoreui/semaphore,bbbfbecaed36aa96db9f3dec65f23fb0efc48fab,mergeAnalysisOutput/go/semaphoreui/semaphore/bbbfbecaed36aa96db9f3dec65f23fb0efc48fab/db/sql/schedule.go,SUCCESS_WITH_CONFLICTS,3071337,,,,,,,,,,,SUCCESS_WITH_CONFLICTS,72396613,6.474997ms,32.377303ms,,0.0,0ns,29.177719ms,,0.0,0ns,68.327834ms,SUCCESS_WITHOUT_CONFLICTS,14806216,6.457723ms,2.923439ms,5.827µs,0.0,0ns,,,,,10.091348ms,SUCCESS_WITHOUT_CONFLICTS,24637719,6.563519ms,3.040038ms,2.756µs,0.0,0ns,,,,,22.160208ms
semaphoreui/semaphore,bbbfbecaed36aa96db9f3dec65f23fb0efc48fab,mergeAnalysisOutput/go/semaphoreui/semaphore/bbbfbecaed36aa96db9f3dec65f23fb0efc48fab/db/sql/task.go,SUCCESS_WITH_CONFLICTS,2699902,,,,,,,,,,,SUCCESS_WITH_CONFLICTS,236512222,15.422518ms,136.68723ms,,0.0,0ns,95.471386ms,,0.0,0ns,247.896997ms,SUCCESS_WITH_CONFLICTS,74237165,14.605548ms,17.033041ms,6.518072ms,0.0,0ns,39.931629ms,31.134811ms,0.0,0ns,71.841952ms,SUCCESS_WITH_CONFLICTS,89819145,14.869421ms,17.072812ms,6.479416ms,0.0,0ns,39.895542ms,31.107838ms,0.0,0ns,72.110362ms
semaphoreui/semaphore,bbbfbecaed36aa96db9f3dec65f23fb0efc48fab,mergeAnalysisOutput/go/semaphoreui/semaphore/bbbfbecaed36aa96db9f3dec65f23fb0efc48fab/services/tasks/TaskPool.go,SUCCESS_WITH_CONFLICTS,6693778,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,212654883,22.144246ms,194.5912ms,,0.0,0ns,,,,,219.605565ms,SUCCESS_WITH_CONFLICTS,120088374,22.213547ms,20.483596ms,6.891446ms,0.0,0ns,27.158105ms,12.958843ms,0.0,0ns,70.750687ms,SUCCESS_WITH_CONFLICTS,78815234,22.125348ms,26.690874ms,6.840731ms,0.0,0ns,28.31504ms,13.457453ms,0.0,0ns,77.425072ms
semaphoreui/semaphore,bbbfbecaed36aa96db9f3dec65f23fb0efc48fab,mergeAnalysisOutput/go/semaphoreui/semaphore/bbbfbecaed36aa96db9f3dec65f23fb0efc48fab/services/tasks/TaskRunner.go,SUCCESS_WITH_CONFLICTS,8103942,,,,,,,,,,,SUCCESS_WITH_CONFLICTS,257320292,16.376977ms,122.269764ms,,0.0,0ns,107.297532ms,,,,246.345739ms,SUCCESS_WITH_CONFLICTS,65775361,16.729601ms,17.521428ms,6.504207ms,0.0,0ns,32.06479ms,19.287459ms,0.0,0ns,66.613558ms,SUCCESS_WITH_CONFLICTS,111151888,16.945405ms,15.220197ms,4.93123ms,0.0,0ns,31.519921ms,18.832648ms,0.0,0ns,64.008834ms
semaphoreui/semaphore,bbbfbecaed36aa96db9f3dec65f23fb0efc48fab,mergeAnalysisOutput/go/semaphoreui/semaphore/bbbfbecaed36aa96db9f3dec65f23fb0efc48fab/util/config.go,SUCCESS_WITH_CONFLICTS,8942800,,,,,,,,,,,SUCCESS_WITH_CONFLICTS,803955960,56.359024ms,441.97429ms,,0.0,0ns,295.771369ms,,,,794.785824ms,SUCCESS_WITH_CONFLICTS,1841734669,40.011668ms,107.823834ms,67.495247ms,0.0,0ns,1.815978516s,1.778789863s,0.0,0ns,1.96412096s,SUCCESS_WITH_CONFLICTS,2020015110,42.53932ms,105.80855ms,67.421891ms,0.0,0ns,1.652913579s,1.615513556s,0.0,0ns,1.801594342s
semaphoreui/semaphore,ef4fc55e262bcadc5e123fb9c048f3062ed68622,mergeAnalysisOutput/go/semaphoreui/semaphore/ef4fc55e262bcadc5e123fb9c048f3062ed68622/services/tasks/LocalJob.go,SUCCESS_WITHOUT_CONFLICTS,2458426,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,21802515,15.933605ms,,,,,,,,,16.229269ms,SUCCESS_WITHOUT_CONFLICTS,18170210,13.907715ms,,,,,,,,,14.191359ms,SUCCESS_WITHOUT_CONFLICTS,17488382,12.306971ms,,,,,,,,,12.516374ms
semaphoreui/semaphore,ef4fc55e262bcadc5e123fb9c048f3062ed68622,mergeAnalysisOutput/go/semaphoreui/semaphore/ef4fc55e262bcadc5e123fb9c048f3062ed68622/services/tasks/TaskRunner.go,SUCCESS_WITHOUT_CONFLICTS,2588604,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,14188521,8.40567ms,,,,,,,,,8.700271ms,SUCCESS_WITHOUT_CONFLICTS,10349841,6.986975ms,,,,,,,,,7.17771ms,SUCCESS_WITHOUT_CONFLICTS,10129468,6.985993ms,,,,,,,,,7.18165ms
semaphoreui/semaphore,830fcf53372d591d63e58e2b870cd88b62ea9ab9,mergeAnalysisOutput/go/semaphoreui/semaphore/830fcf53372d591d63e58e2b870cd88b62ea9ab9/db/Migration.go,SUCCESS_WITH_CONFLICTS,2281040,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,95422176,11.985729ms,79.12588ms,,0.0,0ns,,,,,92.356093ms,SUCCESS_WITH_CONFLICTS,38908845,11.23424ms,13.314769ms,4.256323ms,0.0,0ns,10.10016ms,3.12575ms,0.0,0ns,35.026083ms,SUCCESS_WITH_CONFLICTS,39506905,11.31055ms,12.194129ms,3.190632ms,0.0,0ns,9.757967ms,2.995376ms,0.0,0ns,33.555674ms
semaphoreui/semaphore,67c15e8e595e1d1e875138cb2a9767646ab2cf39,mergeAnalysisOutput/go/semaphoreui/semaphore/67c15e8e595e1d1e875138cb2a9767646ab2cf39/db_lib/GoGitClient.go,SUCCESS_WITHOUT_CONFLICTS,2773261,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,7578883,5.27197ms,,,,,,,,,5.459007ms,SUCCESS_WITHOUT_CONFLICTS,47205040,7.102541ms,,,,,,,,,7.366549ms,SUCCESS_WITHOUT_CONFLICTS,13348070,5.255707ms,,,,,,,,,5.435224ms
