project,commit,path,status_diff3,time_diff3,phase1_time_diff3,phase2_time_diff3,phase2_unify_time_diff3,phase2_diffy_calls_diff3,phase2_diffy_time_diff3,phase3_time_diff3,phase3_unify_time_diff3,phase3_diffy_calls_diff3,phase3_diffy_time_diff3,total_merge_module_time_diff3,status_mergiraf,time_mergiraf,phase1_time_mergiraf,phase2_time_mergiraf,phase2_unify_time_mergiraf,phase2_diffy_calls_mergiraf,phase2_diffy_time_mergiraf,phase3_time_mergiraf,phase3_unify_time_mergiraf,phase3_diffy_calls_mergiraf,phase3_diffy_time_mergiraf,total_merge_module_time_mergiraf,status_mergiraf_semi,time_mergiraf_semi,phase1_time_mergiraf_semi,phase2_time_mergiraf_semi,phase2_unify_time_mergiraf_semi,phase2_diffy_calls_mergiraf_semi,phase2_diffy_time_mergiraf_semi,phase3_time_mergiraf_semi,phase3_unify_time_mergiraf_semi,phase3_diffy_calls_mergiraf_semi,phase3_diffy_time_mergiraf_semi,total_merge_module_time_mergiraf_semi,status_mergiraf_semi_plus,time_mergiraf_semi_plus,phase1_time_mergiraf_semi_plus,phase2_time_mergiraf_semi_plus,phase2_unify_time_mergiraf_semi_plus,phase2_diffy_calls_mergiraf_semi_plus,phase2_diffy_time_mergiraf_semi_plus,phase3_time_mergiraf_semi_plus,phase3_unify_time_mergiraf_semi_plus,phase3_diffy_calls_mergiraf_semi_plus,phase3_diffy_time_mergiraf_semi_plus,total_merge_module_time_mergiraf_semi_plus
AlessandroZ/LaZagne,30aebe9bbd3cb3ac54bb05b41b26498eea246f03,mergeAnalysisOutput/python/AlessandroZ/LaZagne/30aebe9bbd3cb3ac54bb05b41b26498eea246f03/Mac/lazagne/softwares/browsers/mozilla.py,SUCCESS_WITHOUT_CONFLICTS,7327986,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,25778225,18.629759ms,,,,,,,,,18.870997ms,SUCCESS_WITHOUT_CONFLICTS,20946784,17.018808ms,,,,,,,,,17.247035ms,SUCCESS_WITHOUT_CONFLICTS,22486450,17.063881ms,,,,,,,,,17.304879ms
androguard/androguard,fe6195648af7542f74401ffd46ab55029ca16c18,mergeAnalysisOutput/python/androguard/androguard/fe6195648af7542f74401ffd46ab55029ca16c18/androguard/core/apk/__init__.py,SUCCESS_WITHOUT_CONFLICTS,4843746,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,73836810,80.121965ms,,,,,,,,,80.359346ms,SUCCESS_WITHOUT_CONFLICTS,62300724,54.764708ms,,,,,,,,,54.989835ms,SUCCESS_WITHOUT_CONFLICTS,62997031,58.849387ms,,,,,,,,,59.078237ms
androguard/androguard,be2a88c26006b3e8c2f1720e012fb468f70e0c78,mergeAnalysisOutput/python/androguard/androguard/be2a88c26006b3e8c2f1720e012fb468f70e0c78/androguard/core/apk/__init__.py,SUCCESS_WITHOUT_CONFLICTS,5438149,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,50636634,45.429979ms,,,,,,,,,45.6591ms,SUCCESS_WITHOUT_CONFLICTS,51839542,51.108022ms,,,,,,,,,51.347882ms,SUCCESS_WITHOUT_CONFLICTS,48950305,44.895025ms,,,,,,,,,45.117826ms
androguard/androguard,be2a88c26006b3e8c2f1720e012fb468f70e0c78,mergeAnalysisOutput/python/androguard/androguard/be2a88c26006b3e8c2f1720e012fb468f70e0c78/tests/test_apk.py,SUCCESS_WITHOUT_CONFLICTS,2767665,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,33636632,25.598219ms,,,,,,,,,25.815038ms,SUCCESS_WITHOUT_CONFLICTS,27936280,25.282851ms,,,,,,,,,25.493917ms,SUCCESS_WITHOUT_CONFLICTS,27846039,24.861966ms,,,,,,,,,25.069347ms
amoffat/sh,3a8f772a7973a991e19bd4ab441e657fdcaea9ec,mergeAnalysisOutput/python/amoffat/sh/3a8f772a7973a991e19bd4ab441e657fdcaea9ec/sh.py,SUCCESS_WITHOUT_CONFLICTS,9507190,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,996408105,58.264254ms,,,0.0,0ns,963.336618ms,,,,1.02276579s,SUCCESS_WITHOUT_CONFLICTS,3391158227,59.470863ms,,2.99840766s,0.0,0ns,3.131293138s,,,,3.192115147s,SUCCESS_WITHOUT_CONFLICTS,3413725038,71.522956ms,,3.03414385s,0.0,0ns,3.193070249s,,,,3.265958103s
anishathalye/dotbot,64d2330b2ee139f5c9603d10f19cadb07c65c234,mergeAnalysisOutput/python/anishathalye/dotbot/64d2330b2ee139f5c9603d10f19cadb07c65c234/src/dotbot/plugins/link.py,SUCCESS_WITHOUT_CONFLICTS,2870079,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,17025372,14.227972ms,,,,,,,,,14.43273ms,SUCCESS_WITHOUT_CONFLICTS,18081531,14.430156ms,,,,,,,,,14.659255ms,SUCCESS_WITHOUT_CONFLICTS,19143697,14.246412ms,,,,,,,,,14.465315ms
anishathalye/dotbot,64d2330b2ee139f5c9603d10f19cadb07c65c234,mergeAnalysisOutput/python/anishathalye/dotbot/64d2330b2ee139f5c9603d10f19cadb07c65c234/tests/test_link.py,SUCCESS_WITHOUT_CONFLICTS,3980444,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,36994193,34.288288ms,,,,,,,,,34.511464ms,SUCCESS_WITHOUT_CONFLICTS,37215943,34.016207ms,,,,,,,,,34.244083ms,SUCCESS_WITHOUT_CONFLICTS,42307645,58.903015ms,,,,,,,,,59.419953ms
apache/libcloud,547899eaaa394a7e7f2b4e4f8e819ad5c5b7d407,mergeAnalysisOutput/python/apache/libcloud/547899eaaa394a7e7f2b4e4f8e819ad5c5b7d407/libcloud/storage/drivers/s3.py,SUCCESS_WITHOUT_CONFLICTS,2850623,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,395505743,25.220863ms,,,0.0,0ns,334.786811ms,,,,360.950951ms,SUCCESS_WITHOUT_CONFLICTS,306981129,25.104374ms,,206.523634ms,0.0,0ns,276.696055ms,,,,302.748ms,SUCCESS_WITHOUT_CONFLICTS,313432861,25.095505ms,,207.316335ms,0.0,0ns,277.066924ms,,,,303.16796ms
apache/libcloud,616cf5c08f7fe0d49282657787764385598e17f5,mergeAnalysisOutput/python/apache/libcloud/616cf5c08f7fe0d49282657787764385598e17f5/libcloud/test/compute/test_openstack.py,SUCCESS_WITHOUT_CONFLICTS,5001638,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,88752702,86.479076ms,,,,,,,,,86.697237ms,SUCCESS_WITHOUT_CONFLICTS,88307807,84.089245ms,,,,,,,,,84.306587ms,SUCCESS_WITHOUT_CONFLICTS,87526458,84.218414ms,,,,,,,,,84.437403ms
apache/libcloud,e7fdefdb36bbb1a7081c1c91fc4beb92ec2b1590,mergeAnalysisOutput/python/apache/libcloud/e7fdefdb36bbb1a7081c1c91fc4beb92ec2b1590/libcloud/dns/drivers/rcodezero.py,SUCCESS_WITHOUT_CONFLICTS,2178895,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,17544431,14.555074ms,,,,,,,,,14.773522ms,SUCCESS_WITHOUT_CONFLICTS,17463217,14.602861ms,,,,,,,,,14.806599ms,SUCCESS_WITHOUT_CONFLICTS,25817667,14.68585ms,,,,,,,,,14.908462ms
apache/libcloud,2b978cd7851544faa962790b8784ffdb4131304c,mergeAnalysisOutput/python/apache/libcloud/2b978cd7851544faa962790b8784ffdb4131304c/libcloud/compute/drivers/openstack.py,SUCCESS_WITHOUT_CONFLICTS,31305855,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,1352197128,67.868439ms,,,0.0,0ns,1.285815431s,,,,1.355103109s,SUCCESS_WITHOUT_CONFLICTS,6103030043,66.882349ms,,5.762399807s,0.0,0ns,5.917752198s,,,,5.986053948s,SUCCESS_WITHOUT_CONFLICTS,6137294351,67.456816ms,,5.739247337s,0.0,0ns,5.891147384s,,,,5.960021658s
aio-libs/aiohttp,861c6214cf4279a9f6fcdcb74c7668cd543b4d75,mergeAnalysisOutput/python/aio-libs/aiohttp/861c6214cf4279a9f6fcdcb74c7668cd543b4d75/aiohttp/__init__.py,SUCCESS_WITH_CONFLICTS,1982698,,,,,,,,,,,SUCCESS_WITH_CONFLICTS,162704301,22.811011ms,61.225073ms,,0.0,0ns,71.422668ms,,0.0,0ns,159.050347ms,SUCCESS_WITH_CONFLICTS,211126774,26.552552ms,28.087767ms,3.295µs,,,36.093729ms,12.598031ms,,,91.210529ms,SUCCESS_WITH_CONFLICTS,84110990,22.703441ms,21.775048ms,3.345µs,,,34.790016ms,12.081012ms,,,79.577849ms
aio-libs/aiohttp,861c6214cf4279a9f6fcdcb74c7668cd543b4d75,mergeAnalysisOutput/python/aio-libs/aiohttp/861c6214cf4279a9f6fcdcb74c7668cd543b4d75/aiohttp/_cookie_helpers.py,SUCCESS_WITHOUT_CONFLICTS,2025880,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,12982918,10.621389ms,,,,,,,,,10.830437ms,SUCCESS_WITHOUT_CONFLICTS,64211425,10.661659ms,,,,,,,,,10.864781ms,SUCCESS_WITHOUT_CONFLICTS,12987365,10.458703ms,,,,,,,,,10.675186ms
aio-libs/aiohttp,861c6214cf4279a9f6fcdcb74c7668cd543b4d75,mergeAnalysisOutput/python/aio-libs/aiohttp/861c6214cf4279a9f6fcdcb74c7668cd543b4d75/aiohttp/_websocket/writer.py,SUCCESS_WITH_CONFLICTS,1963679,,,,,,,,,,,SUCCESS_WITH_CONFLICTS,211317629,27.046862ms,86.999474ms,,0.0,0ns,89.214947ms,,0.0,0ns,203.614454ms,SUCCESS_WITH_CONFLICTS,114082828,27.923914ms,33.573935ms,7.427806ms,0.0,0ns,49.580081ms,24.051724ms,,,111.364763ms,SUCCESS_WITH_CONFLICTS,108574550,27.06413ms,30.259812ms,6.962393ms,0.0,0ns,48.444936ms,23.797094ms,,,106.068789ms
aio-libs/aiohttp,861c6214cf4279a9f6fcdcb74c7668cd543b4d75,mergeAnalysisOutput/python/aio-libs/aiohttp/861c6214cf4279a9f6fcdcb74c7668cd543b4d75/aiohttp/client.py,SUCCESS_WITHOUT_CONFLICTS,2987751,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,42197578,52.826641ms,,,,,,,,,53.052797ms,SUCCESS_WITHOUT_CONFLICTS,31915780,29.268474ms,,,,,,,,,29.496088ms,SUCCESS_WITHOUT_CONFLICTS,38299529,27.43034ms,,,,,,,,,27.651558ms
aio-libs/aiohttp,861c6214cf4279a9f6fcdcb74c7668cd543b4d75,mergeAnalysisOutput/python/aio-libs/aiohttp/861c6214cf4279a9f6fcdcb74c7668cd543b4d75/aiohttp/compression_utils.py,SUCCESS_WITHOUT_CONFLICTS,2110669,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,22208385,11.319717ms,,,,,,,,,11.548378ms,SUCCESS_WITHOUT_CONFLICTS,14739316,12.341957ms,,,,,,,,,12.557197ms,SUCCESS_WITHOUT_CONFLICTS,13947459,11.25663ms,,,,,,,,,11.472051ms
aio-libs/aiohttp,861c6214cf4279a9f6fcdcb74c7668cd543b4d75,mergeAnalysisOutput/python/aio-libs/aiohttp/861c6214cf4279a9f6fcdcb74c7668cd543b4d75/tests/conftest.py,SUCCESS_WITH_CONFLICTS,2156220,,,,,,,,,,,SUCCESS_WITH_CONFLICTS,343302470,35.45168ms,157.056582ms,,0.0,0ns,147.146173ms,,0.0,0ns,340.08522ms,SUCCESS_WITH_CONFLICTS,417266993,42.733569ms,109.638695ms,35.156761ms,0.0,0ns,388.185743ms,307.982837ms,0.0,0ns,540.847649ms,SUCCESS_WITH_CONFLICTS,296185587,36.052784ms,64.136609ms,22.660164ms,0.0,0ns,190.823898ms,151.534961ms,0.0,0ns,291.305995ms
aio-libs/aiohttp,861c6214cf4279a9f6fcdcb74c7668cd543b4d75,mergeAnalysisOutput/python/aio-libs/aiohttp/861c6214cf4279a9f6fcdcb74c7668cd543b4d75/tests/test_client_functional.py,SUCCESS_WITHOUT_CONFLICTS,6874405,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,4846180410,122.32397ms,,,0.0,0ns,5.606232094s,,,,5.730101871s,SUCCESS_WITHOUT_CONFLICTS,10121546428,116.7607ms,,,,,,,,,10.117129824s,SUCCESS_WITHOUT_CONFLICTS,10137967229,117.083678ms,,,,,,,,,10.117452914s
aio-libs/aiohttp,861c6214cf4279a9f6fcdcb74c7668cd543b4d75,mergeAnalysisOutput/python/aio-libs/aiohttp/861c6214cf4279a9f6fcdcb74c7668cd543b4d75/tests/test_client_session.py,SUCCESS_WITHOUT_CONFLICTS,2902695,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,84889755,70.238822ms,,,,,,,,,70.46454ms,SUCCESS_WITHOUT_CONFLICTS,35407713,32.472663ms,,,,,,,,,32.685636ms,SUCCESS_WITHOUT_CONFLICTS,35495692,32.320567ms,,,,,,,,,32.54877ms
aio-libs/aiohttp,861c6214cf4279a9f6fcdcb74c7668cd543b4d75,mergeAnalysisOutput/python/aio-libs/aiohttp/861c6214cf4279a9f6fcdcb74c7668cd543b4d75/tests/test_websocket_writer.py,SUCCESS_WITH_CONFLICTS,2019749,,,,,,,,,,,SUCCESS_WITH_CONFLICTS,326655272,19.03648ms,,,0.0,0ns,137.274956ms,,,,156.828863ms,SUCCESS_WITH_CONFLICTS,140266943,14.795836ms,,89.882256ms,0.0,0ns,122.424587ms,,,,137.520714ms,SUCCESS_WITH_CONFLICTS,140371059,14.87569ms,,90.161121ms,0.0,0ns,122.835478ms,,,,137.995495ms
aio-libs/aiohttp,f3f15c51c1de8b4f1674b01df35497f8c8d7a9a2,mergeAnalysisOutput/python/aio-libs/aiohttp/f3f15c51c1de8b4f1674b01df35497f8c8d7a9a2/aiohttp/client.py,SUCCESS_WITHOUT_CONFLICTS,2916383,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,29591094,27.290543ms,,,,,,,,,27.519387ms,SUCCESS_WITHOUT_CONFLICTS,30308166,27.624799ms,,,,,,,,,27.861067ms,SUCCESS_WITHOUT_CONFLICTS,34516070,27.628659ms,,,,,,,,,27.849899ms
aio-libs/aiohttp,f3f15c51c1de8b4f1674b01df35497f8c8d7a9a2,mergeAnalysisOutput/python/aio-libs/aiohttp/f3f15c51c1de8b4f1674b01df35497f8c8d7a9a2/aiohttp/client_reqrep.py,SUCCESS_WITHOUT_CONFLICTS,2839469,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,449715096,25.5712ms,,,0.0,0ns,424.739441ms,,,,451.365718ms,SUCCESS_WITHOUT_CONFLICTS,245174099,26.311166ms,,142.929144ms,0.0,0ns,216.352514ms,,,,243.760544ms,SUCCESS_WITHOUT_CONFLICTS,318463907,26.104087ms,,258.305808ms,0.0,0ns,372.631921ms,,,,399.912986ms
aio-libs/aiohttp,f3f15c51c1de8b4f1674b01df35497f8c8d7a9a2,mergeAnalysisOutput/python/aio-libs/aiohttp/f3f15c51c1de8b4f1674b01df35497f8c8d7a9a2/tests/test_benchmarks_client_request.py,SUCCESS_WITHOUT_CONFLICTS,2302082,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,10834754,8.383617ms,,,,,,,,,8.588499ms,SUCCESS_WITHOUT_CONFLICTS,11174186,8.483185ms,,,,,,,,,8.708207ms,SUCCESS_WITHOUT_CONFLICTS,12064635,8.597898ms,,,,,,,,,8.814187ms
aio-libs/aiohttp,f3f15c51c1de8b4f1674b01df35497f8c8d7a9a2,mergeAnalysisOutput/python/aio-libs/aiohttp/f3f15c51c1de8b4f1674b01df35497f8c8d7a9a2/tests/test_client_request.py,SUCCESS_WITH_CONFLICTS,2991901,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,867106548,101.208541ms,815.279063ms,,0.0,0ns,,,,,917.634042ms,SUCCESS_WITH_CONFLICTS,4412443943,103.191392ms,206.830238ms,105.784327ms,0.0,0ns,3.833490529s,3.743166724s,0.0,0ns,4.143852404s,SUCCESS_WITH_CONFLICTS,4808763317,99.982865ms,195.372287ms,105.004577ms,0.0,0ns,3.737949275s,3.649787462s,0.0,0ns,4.033669944s
aio-libs/aiohttp,f3f15c51c1de8b4f1674b01df35497f8c8d7a9a2,mergeAnalysisOutput/python/aio-libs/aiohttp/f3f15c51c1de8b4f1674b01df35497f8c8d7a9a2/tests/test_web_functional.py,SUCCESS_WITHOUT_CONFLICTS,3949460,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,55813917,53.566607ms,,,,,,,,,53.784698ms,SUCCESS_WITHOUT_CONFLICTS,60935783,53.150663ms,,,,,,,,,53.364838ms,SUCCESS_WITHOUT_CONFLICTS,57288738,53.147126ms,,,,,,,,,53.374564ms
astropy/astropy,4e3ad4b94f5183a8c78cc0c6ee636c6a224dc14b,mergeAnalysisOutput/python/astropy/astropy/4e3ad4b94f5183a8c78cc0c6ee636c6a224dc14b/astropy/io/fits/hdu/image.py,SUCCESS_WITHOUT_CONFLICTS,2865490,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,446595014,48.934856ms,,,0.0,0ns,394.608776ms,,,,454.270506ms,SUCCESS_WITHOUT_CONFLICTS,119023757,24.563481ms,,34.528188ms,0.0,0ns,91.46239ms,,,,117.603168ms,SUCCESS_WITHOUT_CONFLICTS,119644125,24.242024ms,,33.952921ms,0.0,0ns,90.193535ms,,,,116.027023ms
astropy/astropy,4a85367a375468b761adc96ba18e86a9153e8ee2,mergeAnalysisOutput/python/astropy/astropy/4a85367a375468b761adc96ba18e86a9153e8ee2/astropy/nddata/mixins/ndarithmetic.py,SUCCESS_WITHOUT_CONFLICTS,3072522,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,17381883,14.716461ms,,,,,,,,,14.926132ms,SUCCESS_WITHOUT_CONFLICTS,17433729,14.906321ms,,,,,,,,,15.123387ms,SUCCESS_WITHOUT_CONFLICTS,17755721,14.937402ms,,,,,,,,,15.163386ms
astropy/astropy,4a85367a375468b761adc96ba18e86a9153e8ee2,mergeAnalysisOutput/python/astropy/astropy/4a85367a375468b761adc96ba18e86a9153e8ee2/astropy/nddata/mixins/tests/test_ndarithmetic.py,SUCCESS_WITHOUT_CONFLICTS,3214134,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,1499570251,241.814203ms,1.56763161s,,0.0,0ns,,,,,1.818111687s,SUCCESS_WITHOUT_CONFLICTS,571377234,133.689065ms,449.232839ms,54.555422ms,0.0,0ns,,,,,584.464803ms,SUCCESS_WITHOUT_CONFLICTS,568102353,131.933642ms,417.871391ms,53.477717ms,0.0,0ns,,,,,551.364375ms
astropy/astropy,74bf3c142e60b171414dcca2ee6fc74e9d69c39d,mergeAnalysisOutput/python/astropy/astropy/74bf3c142e60b171414dcca2ee6fc74e9d69c39d/astropy/units/core.py,SUCCESS_WITHOUT_CONFLICTS,4289808,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,668251440,36.996732ms,,,0.0,0ns,625.799645ms,,,,664.541564ms,SUCCESS_WITHOUT_CONFLICTS,160691451,36.616294ms,,29.070792ms,0.0,0ns,119.98706ms,,,,158.331907ms,SUCCESS_WITHOUT_CONFLICTS,160804390,36.917716ms,,29.018548ms,0.0,0ns,119.080328ms,,,,157.739674ms
astropy/astropy,74bf3c142e60b171414dcca2ee6fc74e9d69c39d,mergeAnalysisOutput/python/astropy/astropy/74bf3c142e60b171414dcca2ee6fc74e9d69c39d/astropy/visualization/wcsaxes/wcsapi.py,SUCCESS_WITHOUT_CONFLICTS,2116953,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,210706402,38.167622ms,170.575369ms,,0.0,0ns,,,,,210.181396ms,SUCCESS_WITHOUT_CONFLICTS,81393282,38.192207ms,39.29096ms,7.252424ms,0.0,0ns,,,,,78.990508ms,SUCCESS_WITHOUT_CONFLICTS,81304440,37.927619ms,39.475673ms,7.204453ms,0.0,0ns,,,,,78.757718ms
apache/libcloud,421ff766487f01665f812a59732ac04c1a62243a,mergeAnalysisOutput/python/apache/libcloud/421ff766487f01665f812a59732ac04c1a62243a/libcloud/compute/drivers/openstack.py,SUCCESS_WITHOUT_CONFLICTS,7091465,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,1317811295,67.349341ms,,,0.0,0ns,1.252002631s,,,,1.320908874s,SUCCESS_WITHOUT_CONFLICTS,6624656893,67.616103ms,,5.452727798s,0.0,0ns,5.606181495s,,,,5.675390783s,SUCCESS_WITHOUT_CONFLICTS,6148745916,69.309006ms,,5.555626102s,0.0,0ns,5.709559586s,,,,5.78083471s
apache/libcloud,421ff766487f01665f812a59732ac04c1a62243a,mergeAnalysisOutput/python/apache/libcloud/421ff766487f01665f812a59732ac04c1a62243a/libcloud/test/common/test_openstack_identity.py,SUCCESS_WITHOUT_CONFLICTS,2694885,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,30892692,28.255355ms,,,,,,,,,28.484273ms,SUCCESS_WITHOUT_CONFLICTS,33118047,28.645904ms,,,,,,,,,28.865834ms,SUCCESS_WITHOUT_CONFLICTS,31888427,29.186238ms,,,,,,,,,29.421151ms
apache/libcloud,421ff766487f01665f812a59732ac04c1a62243a,mergeAnalysisOutput/python/apache/libcloud/421ff766487f01665f812a59732ac04c1a62243a/libcloud/test/compute/test_openstack.py,SUCCESS_WITH_CONFLICTS,5081474,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,3239051994,311.168371ms,3.076549636s,,0.0,0ns,,,,,3.389686976s,SUCCESS_WITH_CONFLICTS,10360160031,251.054218ms,5.029471775s,4.830230951s,0.0,0ns,,,,,10.251461848s,SUCCESS_WITH_CONFLICTS,10253585513,247.828344ms,4.413650758s,4.213425347s,0.0,0ns,,,,,10.24823199s
astropy/astropy,4c68d87268f1c8a152001d04d5e110a093f64740,mergeAnalysisOutput/python/astropy/astropy/4c68d87268f1c8a152001d04d5e110a093f64740/astropy/utils/decorators.py,SUCCESS_WITHOUT_CONFLICTS,3178436,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,26755568,16.855783ms,,,,,,,,,17.090739ms,SUCCESS_WITHOUT_CONFLICTS,20828203,16.772246ms,,,,,,,,,16.98978ms,SUCCESS_WITHOUT_CONFLICTS,22953911,16.748056ms,,,,,,,,,16.974919ms
astropy/astropy,4c68d87268f1c8a152001d04d5e110a093f64740,mergeAnalysisOutput/python/astropy/astropy/4c68d87268f1c8a152001d04d5e110a093f64740/astropy/utils/tests/test_decorators.py,SUCCESS_WITHOUT_CONFLICTS,2405416,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,22403164,20.038472ms,,,,,,,,,20.259793ms,SUCCESS_WITHOUT_CONFLICTS,22340484,19.549883ms,,,,,,,,,19.767587ms,SUCCESS_WITHOUT_CONFLICTS,22616388,20.043069ms,,,,,,,,,20.273224ms
astropy/astropy,4c68d87268f1c8a152001d04d5e110a093f64740,mergeAnalysisOutput/python/astropy/astropy/4c68d87268f1c8a152001d04d5e110a093f64740/astropy/visualization/mpl_normalize.py,SUCCESS_WITHOUT_CONFLICTS,4994341,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,14508968,11.841985ms,,,,,,,,,12.059035ms,SUCCESS_WITHOUT_CONFLICTS,14446493,11.835901ms,,,,,,,,,12.04069ms,SUCCESS_WITHOUT_CONFLICTS,14441045,11.80414ms,,,,,,,,,12.021524ms
astropy/astropy,5f1b3705e8afd78a24cb339cd062fb4fab647a8c,mergeAnalysisOutput/python/astropy/astropy/5f1b3705e8afd78a24cb339cd062fb4fab647a8c/astropy/cosmology/_src/flrw/base.py,SUCCESS_WITHOUT_CONFLICTS,2875620,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,328678884,18.646939ms,,,0.0,0ns,304.987382ms,,,,328.05277ms,SUCCESS_WITHOUT_CONFLICTS,381231110,18.799029ms,,295.071412ms,0.0,0ns,366.090775ms,,,,386.430764ms,SUCCESS_WITHOUT_CONFLICTS,377403978,18.835701ms,,295.404018ms,0.0,0ns,355.374622ms,,,,376.111031ms
astropy/astropy,5f1b3705e8afd78a24cb339cd062fb4fab647a8c,mergeAnalysisOutput/python/astropy/astropy/5f1b3705e8afd78a24cb339cd062fb4fab647a8c/astropy/cosmology/_src/flrw/lambdacdm.py,SUCCESS_WITHOUT_CONFLICTS,2478747,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,16840271,14.351332ms,,,,,,,,,14.578085ms,SUCCESS_WITHOUT_CONFLICTS,16818762,14.055196ms,,,,,,,,,14.261305ms,SUCCESS_WITHOUT_CONFLICTS,16871778,14.20864ms,,,,,,,,,14.432623ms
astropy/astropy,5f1b3705e8afd78a24cb339cd062fb4fab647a8c,mergeAnalysisOutput/python/astropy/astropy/5f1b3705e8afd78a24cb339cd062fb4fab647a8c/astropy/cosmology/_src/flrw/w0cdm.py,SUCCESS_WITHOUT_CONFLICTS,2130363,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,12881672,10.428842ms,,,,,,,,,10.6481ms,SUCCESS_WITHOUT_CONFLICTS,12543170,10.023007ms,,,,,,,,,10.232984ms,SUCCESS_WITHOUT_CONFLICTS,12613672,10.129626ms,,,,,,,,,10.339443ms
astropy/astropy,5f1b3705e8afd78a24cb339cd062fb4fab647a8c,mergeAnalysisOutput/python/astropy/astropy/5f1b3705e8afd78a24cb339cd062fb4fab647a8c/astropy/cosmology/_src/flrw/w0wacdm.py,SUCCESS_WITHOUT_CONFLICTS,2190822,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,11845526,9.579204ms,,,,,,,,,9.792031ms,SUCCESS_WITHOUT_CONFLICTS,11595051,9.156784ms,,,,,,,,,9.367294ms,SUCCESS_WITHOUT_CONFLICTS,11734220,9.132348ms,,,,,,,,,9.354006ms
astropy/astropy,5f1b3705e8afd78a24cb339cd062fb4fab647a8c,mergeAnalysisOutput/python/astropy/astropy/5f1b3705e8afd78a24cb339cd062fb4fab647a8c/astropy/cosmology/_src/flrw/w0wzcdm.py,SUCCESS_WITHOUT_CONFLICTS,2484701,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,11681224,9.007748ms,,,,,,,,,9.213767ms,SUCCESS_WITHOUT_CONFLICTS,11510079,9.019823ms,,,,,,,,,9.219071ms,SUCCESS_WITHOUT_CONFLICTS,11554534,9.010699ms,,,,,,,,,9.240469ms
astropy/astropy,5f1b3705e8afd78a24cb339cd062fb4fab647a8c,mergeAnalysisOutput/python/astropy/astropy/5f1b3705e8afd78a24cb339cd062fb4fab647a8c/astropy/cosmology/_src/flrw/wpwazpcdm.py,SUCCESS_WITHOUT_CONFLICTS,2129158,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,11938081,9.63185ms,,,,,,,,,9.84755ms,SUCCESS_WITHOUT_CONFLICTS,12017180,9.539644ms,,,,,,,,,9.756685ms,SUCCESS_WITHOUT_CONFLICTS,12080507,9.552758ms,,,,,,,,,9.773236ms
astropy/astropy,5f1b3705e8afd78a24cb339cd062fb4fab647a8c,mergeAnalysisOutput/python/astropy/astropy/5f1b3705e8afd78a24cb339cd062fb4fab647a8c/astropy/cosmology/_src/traits/baryons.py,SUCCESS_WITHOUT_CONFLICTS,2170735,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,9645055,7.128565ms,,,,,,,,,7.329871ms,SUCCESS_WITHOUT_CONFLICTS,9529076,7.16898ms,,,,,,,,,7.379709ms,SUCCESS_WITHOUT_CONFLICTS,9759396,7.055658ms,,,,,,,,,7.259777ms
